Table,Num Vars,Num Encrypted Vars,Encrypted fields,Rows,Run Id,Time(ms)
num_hours Encryption,1,1,num_hours,1000,0,264.29510000161827
num_hours Encryption,1,1,num_hours,1000,1,255.8257000055164
num_hours Encryption,1,1,num_hours,1000,2,256.0722997877747
num_hours Encryption,1,1,num_hours,1000,3,294.69070001505315
num_hours Encryption,1,1,num_hours,1000,4,262.3077998869121
num_hours Encryption,1,1,num_hours,1000,5,257.5886999256909
num_hours Encryption,1,1,num_hours,1000,6,282.9692999366671
num_hours Encryption,1,1,num_hours,1000,7,257.88859999738634
num_hours Encryption,1,1,num_hours,1000,8,253.1155999749899
num_hours Encryption,1,1,num_hours,1000,9,253.17570008337498
num_hours Encryption,1,1,num_hours,1000,10,250.69369981065392
num_hours Encryption,1,1,num_hours,1000,11,247.743200045079
num_hours Encryption,1,1,num_hours,1000,12,310.330200009048
num_hours Encryption,1,1,num_hours,1000,13,250.8986999746412
num_hours Encryption,1,1,num_hours,1000,14,255.6323001626879
num_hours Encryption,1,1,num_hours,1000,15,244.94360014796257
num_hours Encryption,1,1,num_hours,1000,16,256.8294999655336
num_hours Encryption,1,1,num_hours,1000,17,246.67099979706109
num_hours Encryption,1,1,num_hours,1000,18,252.24140007048845
num_hours Encryption,1,1,num_hours,1000,19,258.3359000273049
num_hours Encryption,1,1,num_hours,1000,20,248.10820003040135
num_hours Encryption,1,1,num_hours,1000,21,254.57940017804503
num_hours Encryption,1,1,num_hours,1000,22,250.16620010137558
num_hours Encryption,1,1,num_hours,1000,23,285.8678000047803
num_hours Encryption,1,1,num_hours,1000,24,246.4849001262337
num_hours Encryption,1,1,num_hours,1000,25,250.30379998497665
num_hours Encryption,1,1,num_hours,1000,26,254.19589993543923
num_hours Encryption,1,1,num_hours,1000,27,256.1633000150323
num_hours Encryption,1,1,num_hours,1000,28,252.1971999667585
num_hours Encryption,1,1,num_hours,1000,29,304.25360007211566
