Table,Num Vars,Num Encrypted Vars,Encrypted fields,Rows,Run Id,Time(ms)
name,0,-,name,100,0,204.8670998774469
name,0,-,name,100,1,222.16160013340414
name,0,-,name,100,2,194.00209980085492
name,0,-,name,100,3,192.18729995191097
name,0,-,name,100,4,194.38719982281327
name,0,-,name,100,5,196.85099995695055
name,0,-,name,100,6,210.06030007265508
name,0,-,name,100,7,206.2678998336196
name,0,-,name,100,8,197.30320014059544
name,0,-,name,100,9,232.07950009964406
name,0,-,name,100,10,192.51980003900826
name,0,-,name,100,11,191.94079982116818
name,0,-,name,100,12,190.23800012655556
name,0,-,name,100,13,196.04179984889925
name,0,-,name,100,14,219.74759991280735
name,0,-,name,100,15,196.62149995565414
name,0,-,name,100,16,204.3739000800997
name,0,-,name,100,17,200.79790009185672
name,0,-,name,100,18,206.26530004665256
name,0,-,name,100,19,195.23960002698004
name,0,-,name,100,20,194.27410000935197
name,0,-,name,100,21,196.95160002447665
name,0,-,name,100,22,193.13649996183813
name,0,-,name,100,23,203.98800005204976
name,0,-,name,100,24,188.49020008929074
name,0,-,name,100,25,192.21789995208383
name,0,-,name,100,26,202.83770002424717
name,0,-,name,100,27,196.31219981238246
name,0,-,name,100,28,189.90410002879798
name,0,-,name,100,29,208.25759996660054
