Table,Num Vars,Num Encrypted Vars,Encrypted fields,Rows,Run Id,Time(ms)
created_on Encryption,1,1,created_on,5000,0,1944.8143998160958
created_on Encryption,1,1,created_on,5000,1,1529.3676001019776
created_on Encryption,1,1,created_on,5000,2,1183.25569992885
created_on Encryption,1,1,created_on,5000,3,1106.2715000007302
created_on Encryption,1,1,created_on,5000,4,1156.3496000599116
created_on Encryption,1,1,created_on,5000,5,1221.7981999274343
created_on Encryption,1,1,created_on,5000,6,1172.8284999262542
created_on Encryption,1,1,created_on,5000,7,1157.0739999879152
created_on Encryption,1,1,created_on,5000,8,1217.3458999022841
created_on Encryption,1,1,created_on,5000,9,1111.3643001299351
created_on Encryption,1,1,created_on,5000,10,1173.0946998577565
created_on Encryption,1,1,created_on,5000,11,1181.9998000282794
created_on Encryption,1,1,created_on,5000,12,1108.594600111246
created_on Encryption,1,1,created_on,5000,13,1163.9262998942286
created_on Encryption,1,1,created_on,5000,14,1125.7237000390887
created_on Encryption,1,1,created_on,5000,15,1135.6178999412805
created_on Encryption,1,1,created_on,5000,16,1206.7623001057655
created_on Encryption,1,1,created_on,5000,17,1249.117000028491
created_on Encryption,1,1,created_on,5000,18,1232.8180000185966
created_on Encryption,1,1,created_on,5000,19,1180.176499998197
created_on Encryption,1,1,created_on,5000,20,1208.4143001120538
created_on Encryption,1,1,created_on,5000,21,1168.759300140664
created_on Encryption,1,1,created_on,5000,22,1199.3809000123292
created_on Encryption,1,1,created_on,5000,23,1227.4094999302179
created_on Encryption,1,1,created_on,5000,24,1105.0525000318885
created_on Encryption,1,1,created_on,5000,25,1096.826400142163
created_on Encryption,1,1,created_on,5000,26,1158.7437000125647
created_on Encryption,1,1,created_on,5000,27,1050.9260999970138
created_on Encryption,1,1,created_on,5000,28,1105.9348001144826
created_on Encryption,1,1,created_on,5000,29,1145.0116999913007
