Table,Num Vars,Num Encrypted Vars,Encrypted fields,Rows,Run Id,Time(ms)
Coworker Encryption,5,2,IBAN-NIF,10000,0,1603.9819000288844
Coworker Encryption,5,2,IBAN-NIF,10000,1,1662.3496999964118
Coworker Encryption,5,2,IBAN-NIF,10000,2,1705.3700000979006
Coworker Encryption,5,2,IBAN-NIF,10000,3,1860.2135998662561
Coworker Encryption,5,2,IBAN-NIF,10000,4,3043.830299982801
Coworker Encryption,5,2,IBAN-NIF,10000,5,2686.0260001849383
Coworker Encryption,5,2,IBAN-NIF,10000,6,2459.2112998943776
Coworker Encryption,5,2,IBAN-NIF,10000,7,2577.076100045815
Coworker Encryption,5,2,IBAN-NIF,10000,8,2182.664099847898
Coworker Encryption,5,2,IBAN-NIF,10000,9,2302.2016000468284
Coworker Encryption,5,2,IBAN-NIF,10000,10,2942.5735000986606
Coworker Encryption,5,2,IBAN-NIF,10000,11,1933.7492999620736
Coworker Encryption,5,2,IBAN-NIF,10000,12,1792.1533999033272
Coworker Encryption,5,2,IBAN-NIF,10000,13,1989.8322999943048
Coworker Encryption,5,2,IBAN-NIF,10000,14,2042.682799976319
Coworker Encryption,5,2,IBAN-NIF,10000,15,2124.343400122598
Coworker Encryption,5,2,IBAN-NIF,10000,16,1810.0121000315994
Coworker Encryption,5,2,IBAN-NIF,10000,17,1781.361399916932
Coworker Encryption,5,2,IBAN-NIF,10000,18,2187.105900142342
Coworker Encryption,5,2,IBAN-NIF,10000,19,2048.4887999482453
Coworker Encryption,5,2,IBAN-NIF,10000,20,2038.314500125125
Coworker Encryption,5,2,IBAN-NIF,10000,21,1932.812700048089
Coworker Encryption,5,2,IBAN-NIF,10000,22,1666.3641000632197
Coworker Encryption,5,2,IBAN-NIF,10000,23,2020.2667999546975
Coworker Encryption,5,2,IBAN-NIF,10000,24,2001.03269983083
Coworker Encryption,5,2,IBAN-NIF,10000,25,1758.9974999427795
Coworker Encryption,5,2,IBAN-NIF,10000,26,1634.7391998860985
Coworker Encryption,5,2,IBAN-NIF,10000,27,1670.6278000492603
Coworker Encryption,5,2,IBAN-NIF,10000,28,1625.6008998025209
Coworker Encryption,5,2,IBAN-NIF,10000,29,1692.070099990815
