Table,Num Vars,Num Encrypted Vars,Encrypted fields,Rows,Run Id,Time(ms)
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,0,276.6010998748243
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,1,261.9322999380529
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,2,250.09589991532266
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,3,210.23610001429915
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,4,223.14210003241897
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,5,211.11269993707538
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,6,220.3144000377506
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,7,215.52639990113676
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,8,208.9348000008613
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,9,220.38880013860762
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,10,286.02060000412166
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,11,206.02159993723035
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,12,208.25219992548227
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,13,226.22529999352992
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,14,225.50439997576177
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,15,217.37389988265932
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,16,210.1099998690188
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,17,207.46969990432262
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,18,209.10910004749894
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,19,213.47519988194108
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,20,216.63019992411137
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,21,224.36159988865256
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,22,221.28850012086332
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,23,210.85420018061996
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,24,212.5736998859793
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,25,207.76079990901053
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,26,225.45369993895292
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,27,216.00200003013015
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,28,214.34269985184073
Team Encryption,4,4,Name-Desc-Num_Hours-Is_Active,1000,29,206.08479995280504
