Table,Num Vars,Num Encrypted Vars,Encrypted fields,Rows,Run Id,Time(ms)
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,0,258.26429994776845
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,1,276.1016001459211
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,2,250.3168999683112
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,3,332.50209991820157
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,4,259.88869997672737
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,5,260.3892998304218
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,6,264.08710004761815
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,7,266.20199996978045
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,8,254.22740005888045
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,9,246.23460019938648
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,10,252.28150002658367
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,11,260.05630008876324
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,12,294.4225000683218
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,13,219.9625000357628
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,14,216.96599991992116
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,15,222.29950013570487
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,16,218.03150000050664
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,17,251.61969987675548
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,18,226.85779980383813
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,19,219.3587999790907
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,20,221.285899868235
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,21,227.94899996370077
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,22,231.35800007730722
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,23,263.30530014820397
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,24,273.24189990758896
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,25,244.2491000983864
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,26,296.9988000113517
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,27,245.73649978265166
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,28,243.33649990148842
Shift Encryption,10,6,Cod-Desc-Created_By-Created_On-Updated_By-Updated_On,100,29,248.8114999141544
