Table,Num Vars,Num Encrypted Vars,Encrypted fields,Rows,Run Id,Time(ms)
Shift,10,0,-,5000,0,401.8588999751955
Shift,10,0,-,5000,1,387.27060006931424
Shift,10,0,-,5000,2,447.8351001162082
Shift,10,0,-,5000,3,392.2592999879271
Shift,10,0,-,5000,4,400.8138000499457
Shift,10,0,-,5000,5,431.8760000169277
Shift,10,0,-,5000,6,386.92320021800697
Shift,10,0,-,5000,7,378.1288000755012
Shift,10,0,-,5000,8,401.8268999643624
Shift,10,0,-,5000,9,434.2884998768568
Shift,10,0,-,5000,10,390.542299952358
Shift,10,0,-,5000,11,396.96080004796386
Shift,10,0,-,5000,12,437.85219988785684
Shift,10,0,-,5000,13,407.34799997881055
Shift,10,0,-,5000,14,395.1773999724537
Shift,10,0,-,5000,15,410.9447000082582
Shift,10,0,-,5000,16,428.40879992581904
Shift,10,0,-,5000,17,380.2916998974979
Shift,10,0,-,5000,18,396.59329992718995
Shift,10,0,-,5000,19,440.4070000164211
Shift,10,0,-,5000,20,380.4819998331368
Shift,10,0,-,5000,21,395.7709998358041
Shift,10,0,-,5000,22,435.04969985224307
Shift,10,0,-,5000,23,397.665600059554
Shift,10,0,-,5000,24,452.11319997906685
Shift,10,0,-,5000,25,398.8708998076618
Shift,10,0,-,5000,26,424.5816001202911
Shift,10,0,-,5000,27,384.41070006228983
Shift,10,0,-,5000,28,387.8275000024587
Shift,10,0,-,5000,29,436.33450008928776
